FID,id,codigo,simt,tipo,clasificac,comuna,zona,eje,desde,hacia,sentido,fila_super,fila_infer,grupo_de_p,identifica,nombre_ust,x,y,zona_paga,n__et,corredor,ubica_corr,rts,tipo_rts,rm,estado_rm,estado,existe_se,codigo_ant,fecha_fich,cod_sol_pa,comentario
6871,6036,L-30-25-35-PO,PG981,PS,ACTIVO,SAN BERNARDO,G,EUCALIPTUS,PROGRESO,ZENON TORREALBA,P-O,TORREALBA,EUCALIPTUS,-,-,TORREALBA / EUCALIPTUS,342344.74,6279762.37,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6872,6037,L-30-25-40-OP,PG933,PS,ACTIVO,SAN BERNARDO,G,EUCALIPTUS,CRESCENTE ERRAZURIZ,ZENON TORREALBA,O-P,TORREALBA,EUCALIPTUS,-,-,TORREALBA / EUCALIPTUS,342381.84,6279783.57,0,,,,,,0,,SIN ANDN,SERVIU-Dic/2010,,,1502,
6873,6038,L-30-25-45-PO,PG982,PS,ACTIVO,SAN BERNARDO,G,EUCALIPTUS,CRESCENTE ERRAZURIZ,PORTALES ORIENTE,P-O,PORTALES ORIENTE,EUCALIPTUS,-,-,PORTALES ORIENTE / EUCALIPTUS,342704.7,6279612.03,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6874,6039,L-30-26-5-NS,PG801,PS,ACTIVO,SAN BERNARDO,G,EYZAGUIRRE,JUAN FRANCISCO GONZALEZ,NOGALES,N-S,NOGALES,EYZAGUIRRE,-,-,NOGALES / EYZAGUIRRE,341235.93,6280853.32,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6875,6040,L-30-26-10-NS,PG802,PS,ACTIVO,SAN BERNARDO,G,EYZAGUIRRE,1 DE MAYO,MAESTRANZA,N-S,MAESTRANZA,EYZAGUIRRE,-,-,MAESTRANZA / EYZAGUIRRE,341058.07,6280647.29,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6876,6041,L-30-26-15-NS,PG803,PS,ACTIVO,SAN BERNARDO,G,EYZAGUIRRE,AMERICA,EUCALIPTUS,N-S,EUCALIPTUS,EYZAGUIRRE,-,-,EUCALIPTUS / EYZAGUIRRE,340865.32,6280424.37,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6877,6042,L-30-28-5-NS,PG976,PS,ACTIVO,SAN BERNARDO,G,GERARDO BESOAIN,MAESTRANZA,ALFONSO DONOSO,N-S,ALFONSO DONOSO,GERARDO BESOAIN,-,-,ALFONSO DONOSO / GERARDO BESOAIN,341425.42,6280396.64,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6878,6043,L-30-28-10-NS,PG977,PS,ACTIVO,SAN BERNARDO,G,GERARDO BESOAIN,RAMON LIBORIO CARVALLO,EUCALIPTUS,N-S,EUCALIPTUS,GERARDO BESOAIN,-,-,EUCALIPTUS / GERARDO BESOAIN,341379.79,6280215.31,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6879,6044,L-30-29-5-PO,PG922,PS,ACTIVO,SAN BERNARDO,G,GRAL. URRUTIA,LA TIRANA,COLBUN,P-O,COLBéN,GRAL. URRUTIA,-,-,COLBéN / GRAL. URRUTIA,341464.43,6279224.22,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6880,6045,L-30-29-10-PO,PG923,PS,ACTIVO,SAN BERNARDO,G,GRAL. URRUTIA,AMATISTA,PARQUE PUYEHUE,P-O,PARQUE PUYEHUE,GRAL. URRUTIA,-,-,PARQUE PUYEHUE / GRAL. URRUTIA,341798.67,6279075.08,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6881,6046,L-30-29-15-PO,PG924,PS,ACTIVO,SAN BERNARDO,G,GRAL. URRUTIA,PARQUE DE LOTA,EL TOPACIO,P-O,EL TOPACIO,GRAL. URRUTIA,-,-,EL TOPACIO / GRAL. URRUTIA,341985.27,6278994.66,0,,,,,,0,,SàLO SE¥AL,SERVIU-Dic/2010,,,,
6882,6047,L-30-29-20-OP,PG914,PS,ACTIVO,SAN BERNARDO,G,GRAL. URRUTIA,PARQUE NIELOL,EL TOPACIO,O-P,EL TOPACIO,GRAL. URRUTIA,-,-,EL TOPACIO / GRAL. URRUTIA,342020.09,6279010.66,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6883,6048,L-30-29-25-PO,PG907,PS,ACTIVO,SAN BERNARDO,G,GRAL. URRUTIA,PARQUE NIELOL,AV. PORTALES,P-O,AV. PORTALES,GRAL. URRUTIA,-,-,AV. PORTALES / GRAL. URRUTIA,342345.57,6278837.48,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6884,6049,L-30-30-5-NS,PG527,PS,ACTIVO,SAN BERNARDO,G,JOS JOAQUÖN PREZ,LIBERTADOR BERNARDO OïHIGGINS,ARTURO PRAT,N-S,ARTURO PRAT,JOS JOAQUÖN PREZ,-,-,ARTURO PRAT / JOS JOAQUÖN PREZ,342250.25,6281563.23,0,,,,,,1,BUENO,CON REFUGIO,SERVIU-Dic/2010,,,4491,
6885,6050,L-30-30-10-NS,PG528,PS,ACTIVO,SAN BERNARDO,G,JOS JOAQUÖN PREZ,ARTURO PRAT,COVADONGA,N-S,COVADONGA,JOS JOAQUÖN PREZ,-,-,COVADONGA / JOS JOAQUÖN PREZ,342207.26,6281412.01,0,,,,,,1,BUENO,CON REFUGIO,SERVIU-Dic/2010,,,4492,
6886,6051,L-30-30-15-NS,PG529,PS,ACTIVO,SAN BERNARDO,G,JOS JOAQUÖN PREZ,COVADONGA,SAN JOSE,N-S,SAN JOS,JOS JOAQUÖN PREZ,-,-,SAN JOS / JOS JOAQUÖN PREZ,342159.72,6281243.23,0,,,,,,1,BUENO,CON REFUGIO,SERVIU-Dic/2010,,,4493,
6887,6052,L-30-31-5-OP,PG1047,PS,ACTIVO,SAN BERNARDO,G,LAS ACACIAS,EL ARRAYAN,CHENA,O-P,CHENA,LAS ACACIAS,-,-,CHENA / LAS ACACIAS,340625.56,6285540.78,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6888,6053,L-30-31-10-PO,PG1053,PS,ACTIVO,SAN BERNARDO,G,LAS ACACIAS,EL NOCEDAL,EL VERGEL,P-O,EL NOCEDAL,LAS ACACIAS,-,-,EL NOCEDAL / LAS ACACIAS,340931.49,6285444.45,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6889,6054,L-30-31-15-OP,PG1046,PS,ACTIVO,SAN BERNARDO,G,LAS ACACIAS,EL VERGEL,EL NOCEDAL,O-P,EL NOCEDAL,LAS ACACIAS,-,-,EL NOCEDAL / LAS ACACIAS,340982.13,6285467.02,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6890,6055,L-30-31-20-PO,PG1054,PS,ACTIVO,SAN BERNARDO,G,LAS ACACIAS,ARTES Y LETRAS,CAMILO MORI,P-O,CAMILO MORI,LAS ACACIAS,-,-,CAMILO MORI / LAS ACACIAS,341451.2,6285372.49,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6891,6056,L-30-31-25-OP,PG1045,PS,ACTIVO,SAN BERNARDO,G,LAS ACACIAS,ARTURO PACHECO ALTAMIRANO,CAMILO MORI,O-P,CAMILO MORI,LAS ACACIAS,-,-,CAMILO MORI / LAS ACACIAS,341523.17,6285401.81,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6892,6057,L-30-31-30-PO,PG1055,PS,ACTIVO,SAN BERNARDO,G,LAS ACACIAS,ARTURO PACHECO ALTAMIRANO,ARTURO GORDON,P-O,ARTURO GORDON,LAS ACACIAS,-,-,ARTURO GORDON / LAS ACACIAS,341627.4,6285333.5,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6893,6058,L-30-32-1-OP,PG1733,PS,ACTIVO,SAN BERNARDO,G,O'HIGGINS,BRISTOL,NUEVA 1,O-P,AV. J. ALESSANDRI,O'HIGGINS,PARADA COLàN,-,PARADA COLàN,340946.14,6282051.19,0,,,,,,0,,SIN REFUGIO,UC-Ene/2012-Instalaci¢n,,sep-11,9081,
6894,6059,L-30-32-3-OP,PG1734,PS,ACTIVO,SAN BERNARDO,G,O'HIGGINS,PADRE BARROS,COSTANERA,O-P,COSTANERA,O'HIGGINS,-,-,COSTANERA / O'HIGGINS,341282.9,6281965.87,0,,,,,,0,,SIN REFUGIO,UC-Ene/2012-Instalaci¢n,,sep-11,9082,
6895,6060,L-30-32-5-OP,PG744,PS,ACTIVO,SAN BERNARDO,G,O'HIGGINS,EYZAGUIRRE,URMENETA,O-P,URMENETA,O'HIGGINS,-,-,URMENETA / O'HIGGINS,341692.7,6281859.11,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6896,6061,L-30-32-10-OP,PG743,ET,ACTIVO,SAN BERNARDO,G,O'HIGGINS,VICTORIA,FREIRE,O-P,FREIRE,O'HIGGINS,PLAZA SAN BERNARDO,6,PARADA 6 / PLAZA SAN BERNARDO,341944.14,6281795.3,0,,,,,,1,BUENO,CON REFUGIO,SERVIU-Dic/2010,,,,
6897,6062,L-30-32-15-OP,PG742,PS,ACTIVO,SAN BERNARDO,G,O'HIGGINS,BARROS ARANA,JOSE JOAQUIN PEREZ,O-P,J. J. PREZ,O'HIGGINS,-,-,J. J. PREZ / O'HIGGINS,342344.26,6281691.61,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6898,6063,L-30-33-5-PO,PG770,PS,ACTIVO,SAN BERNARDO,G,AV. LO BLANCO,ANTONIO VENERO,FRANCISCO DE CAMARGO,P-O,F. DE CAMARGO,AV. LO BLANCO,-,-,F. DE CAMARGO / AV. LO BLANCO,343574.66,6283228.44,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6899,6064,L-30-33-10-PO,PG771,PS,ACTIVO,SAN BERNARDO,G,AV. LO BLANCO,FRANCISCO DE LAZCANO,PEDRO SANCHO DE LA HOZ,P-O,PEDRO S. DE LA HOZ,AV. LO BLANCO,-,-,PEDRO S. DE LA HOZ / AV. LO BLANCO,343790.67,6283126.38,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6900,6065,L-30-33-15-PO,PG772,PS,ACTIVO,SAN BERNARDO,G,AV. LO BLANCO,MARTIN DE AVENDANO,DIEGO DE SEVILLA,P-O,DIEGO DE SEVILLA,AV. LO BLANCO,-,-,DIEGO DE SEVILLA / AV. LO BLANCO,343991.49,6283032.62,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6901,6066,L-30-33-20-PO,PG773,PS,ACTIVO,SAN BERNARDO,G,AV. LO BLANCO,PEDRO DE GAMBOA,MARTIN DE SOLIS,P-O,MARTÖN DE SOLÖS,AV. LO BLANCO,-,-,MARTÖN DE SOLÖS / AV. LO BLANCO,344225.95,6282925.59,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6902,6067,L-30-33-25-PO,PG774,PS,ACTIVO,SAN BERNARDO,G,AV. LO BLANCO,JUAN DE LA PENA,AV. PADRE HURTADO,P-O,AV. PADRE HURTADO,AV. LO BLANCO,-,-,AV. PADRE HURTADO / AV. LO BLANCO,344376.79,6282857.44,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6903,6068,L-30-33-30-PO,PG1230,PS,ACTIVO,SAN BERNARDO,G,AV. LO BLANCO,ALONSO DE ERCILLA,LOS RANUNCULOS,P-O,LOS RANéNCULOS,AV. LO BLANCO,-,-,LOS RANéNCULOS / AV. LO BLANCO,342487.95,6283733,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6904,6069,L-30-33-35-PO,PG1231,PS,ACTIVO,SAN BERNARDO,G,AV. LO BLANCO,LOS ALICANTOS,VOLCAN LLAIMA,P-O,VOLCµN LLAIMA,AV. LO BLANCO,-,-,VOLCµN LLAIMA / AV. LO BLANCO,342672.42,6283650.79,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6905,6070,L-30-33-40-PO,PG1232,ET,ACTIVO,SAN BERNARDO,G,AV. LO BLANCO,MONTOYA,GRAN AVDA JOSE M CARRERA,P-O,GRAN AVENIDA,AV. LO BLANCO,PARADERO 39 GRAN AVENIDA,3,PARADA 3 / PARADERO 39 GRAN AVENIDA,342926.35,6283533.3,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6906,6071,L-30-33-45-PO,PG1633,PS,ACTIVO,SAN BERNARDO,G,AV. LO BLANCO,JUAN DE SAAVEDRA,ALONSO CORTES,P-O,JUAN DE SAAVEDRA,AV. LO BLANCO,-,-,JUAN DE SAAVEDRA / AV. LO BLANCO,343230.84,6283394.18,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6907,6072,L-30-33-50-PO,PG1233,PS,ACTIVO,SAN BERNARDO,G,AV. LO BLANCO,ALONSO CORTES,PEDRO DE MENDOZA,P-O,PEDRO DE MENDOZA,AV. LO BLANCO,-,-,PEDRO DE MENDOZA / AV. LO BLANCO,343398.87,6283315.1,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6908,6073,L-30-33-55-PO,PG996,PS,ACTIVO,SAN BERNARDO,G,AV. LO BLANCO,VOLCAN VILLARRICA,PENABLANCA,P-O,PE¥ABLANCA,AV. LO BLANCO,-,-,PE¥ABLANCA / AV. LO BLANCO,344702.68,6282803,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
