FID,id,codigo,simt,tipo,clasificac,comuna,zona,eje,desde,hacia,sentido,fila_super,fila_infer,grupo_de_p,identifica,nombre_ust,x,y,zona_paga,n__et,corredor,ubica_corr,rts,tipo_rts,rm,estado_rm,estado,existe_se,codigo_ant,fecha_fich,cod_sol_pa,comentario
6793,7165,L-33-50-30-SN,PE570,PS,ACTIVO,LA FLORIDA,E,PERé,PERU,ROJAS MAGALLANES,S-N,ROJAS MAGALLANES,PERé,-,-,ROJAS MAGALLANES / PERé,352621.81,6288164.95,0,,,,,,0,,SIN ANDN,SERVIU-Dic/2010,,,,
6794,7166,L-33-50-35-NS,PE585,PS,ACTIVO,LA FLORIDA,E,PERé,PERU,ENRIQUE OLIVARES,N-S,ENRIQUE OLIVARES,PERé,-,-,ENRIQUE OLIVARES / PERé,352747.17,6287779.99,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6795,7167,L-33-50-40-SN,PE569,PS,ACTIVO,LA FLORIDA,E,PERé,RIO RIMAC,ENRIQUE OLIVARES,S-N,ENRIQUE OLIVARES,PERé,-,-,ENRIQUE OLIVARES / PERé,352805.05,6287732.63,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6796,7168,L-33-50-45-NS,PE1374,PS,ACTIVO,LA FLORIDA,E,PERé,RÖO URUBAMBA,RÖO DANUBIO,N-S,RÖO URUBAMBA,PERé,-,-,RÖO URUBAMBA  / PERé,352820.31,6287671.41,0,,,,,,0,,SIN REFUGIO,UC-Oct/2011-Instalaci¢n,,ago-11,7491,
6797,7169,L-33-50-50-SN,PE568,PS,ACTIVO,LA FLORIDA,E,PERé,RIO TAJO,RÖO DANUBIO,S-N,RÖO DANUBIO,PERé,-,-,RÖO DANUBIO / PERé,352919.03,6287559.94,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6798,7170,L-33-50-55-NS,PE1283,PS,ACTIVO,LA FLORIDA,E,PERé,RIO DANUBIO,RIO PARANA,N-S,RÖO PARANµ,PERé,-,-,RÖO PARANµ / PERé,352894.28,6287538.09,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6799,7171,L-33-50-60-NS,PE1279,PS,ACTIVO,LA FLORIDA,E,PERé,SAN CRISTOBAL,STA AMALIA,N-S,SANTA AMALIA,PERé,-,-,SANTA AMALIA / PERé,353018.09,6287344.25,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,L-33-59-60-NS,,2671,
6800,7172,L-33-50-60-SN,PE567,PS,ACTIVO,LA FLORIDA,E,PERé,CALDAS,STA AMALIA,S-N,SANTA AMALIA,PERé,-,-,SANTA AMALIA / PERé,353063.85,6287312.52,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6801,7173,L-33-50-65-NS,PE588,PS,ACTIVO,LA FLORIDA,E,PERé,NARINO,AV. TRINIDAD ORIENTE,N-S,AV. TRINIDAD ORIENTE,PERé,-,-,AV. TRINIDAD ORIENTE / PERé,353037.93,6286944.96,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6802,7174,L-33-50-75-SN,PE350,PS,ACTIVO,LA FLORIDA,E,PERé,CENTRAL ORIENTE,AV. TRINIDAD ORIENTE,S-N,AV. TRINIDAD ORIENTE,PERé,-,-,AV. TRINIDAD ORIENTE / PERé,353054.88,6286886.89,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6803,7175,L-33-50-80-SN,PE349,PS,ACTIVO,LA FLORIDA,E,PERé,JOHN KENNEDY,CENTRAL ORIENTE,S-N,CENTRAL ORIENTE,PERé,-,-,CENTRAL ORIENTE / PERé,353058.22,6286789.59,0,,,,,,1,BUENO,CON REFUGIO,SERVIU-Dic/2010,,,,
6804,7176,L-33-50-85-NS,PE589,PS,ACTIVO,LA FLORIDA,E,PERé,JOHN KENNEDY,JOSE MIGUEL CARRERA,N-S,JOS M. CARRERA,PERé,-,-,JOS M. CARRERA / PERé,353037.74,6286627.81,0,,,,,,0,,SàLO SE¥AL,SERVIU-Dic/2010,,,,
6805,7177,L-33-51-5-SN,PE684,PS,ACTIVO,LA FLORIDA,E,PUNTA ARENAS,DARWIN,STA JULIA,S-N,SANTA JULIA,PUNTA ARENAS,-,-,SANTA JULIA / PUNTA ARENAS,350530.84,6288936.81,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6806,7178,L-33-51-8-SN,PE1395,PS,ACTIVO,LA FLORIDA,E,PUNTA ARENAS,ISLA BENJAMIN,ISLA CAMPANA,S-N,ISLA CAMPANA,PUNTA ARENAS,-,-,ISLA CAMPANA / PUNTA ARENAS,350495.06,6287581.08,0,,,,,,0,,SIN ANDN,SERVIU-Dic/2010,L-33-25-5-SN,,,CAMBIO DE CàDIGO POR CAMBIO DE EJE / MARZO 2012
6807,7179,L-33-51-9-SN,PE1396,PS,ACTIVO,LA FLORIDA,E,PUNTA ARENAS,MANCO CAPAC,ISLA RIVEROS,S-N,ISLA RIVEROS,PUNTA ARENAS,-,-,ISLA RIVEROS / PUNTA ARENAS,350493.47,6287353.87,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,L-33-25-10-SN,,,CAMBIO DE CàDIGO POR CAMBIO DE EJE / MARZO 2012
6808,7180,L-33-51-10-SN,PE752,PS,ACTIVO,LA FLORIDA,E,PUNTA ARENAS,CALLE 1,AV. TRINIDAD,S-N,AV. TRINIDAD,PUNTA ARENAS,-,-,AV. TRINIDAD / PUNTA ARENAS,350469.71,6286922.18,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6809,7181,L-33-51-15-NS,PE867,PS,ACTIVO,LA FLORIDA,E,PUNTA ARENAS,AV. TRINIDAD,CALLE 1,N-S,CALLE 1,PUNTA ARENAS,-,-,CALLE 1 / PUNTA ARENAS,350431.84,6286771.47,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6810,7182,L-33-51-20-SN,PE751,PS,ACTIVO,LA FLORIDA,E,PUNTA ARENAS,CERRO MORENO,CALLE 1,S-N,CALLE 1,PUNTA ARENAS,-,-,CALLE 1 / PUNTA ARENAS,350464.42,6286739.7,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6811,7183,L-33-51-25-NS,PE767,PS,ACTIVO,LA FLORIDA,E,PUNTA ARENAS,CERRO ABANICO,JOSE MIGUEL CARRERA,N-S,JOS M. CARRERA,PUNTA ARENAS,-,-,JOS M. CARRERA / PUNTA ARENAS,350462.18,6286528.5,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6812,7184,L-33-51-30-SN,PE750,PS,ACTIVO,LA FLORIDA,E,PUNTA ARENAS,ANA MARIA,JOSE MIGUEL CARRERA,S-N,JOS M. CARRERA,PUNTA ARENAS,-,-,JOS M. CARRERA / PUNTA ARENAS,350476.58,6286486.36,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6813,7185,L-33-51-35-NS,PE768,PS,ACTIVO,LA FLORIDA,E,PUNTA ARENAS,CERRO BLANCO,SAN JOSE DE LA ESTRELLA,N-S,SAN JOS,PUNTA ARENAS,-,-,SAN JOS / PUNTA ARENAS,350451.25,6286143.86,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6814,7186,L-33-51-40-SN,PE749,PS,ACTIVO,LA FLORIDA,E,PUNTA ARENAS,TURMALINA,SAN JOSE DE LA ESTRELLA,S-N,SAN JOS,PUNTA ARENAS,-,-,SAN JOS / PUNTA ARENAS,350455.33,6286100.35,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,5674,
6815,7187,L-33-51-45-NS,PE1400,PS,ACTIVO,LA FLORIDA,E,PUNTA ARENAS,ANATISTA,BAHÖA CATALINA,N-S,BAHÖA CATALINA,PUNTA ARENAS,-,-,BAHÖA CATALINA / PUNTA ARENAS,350343.76,6285980.21,0,,,,,,0,,SIN REFUGIO,UC-Jun/2012-Instalaci¢n,,abr-12,,
6816,7188,L-33-52-5-OP,PE528,ET,ACTIVO,LA FLORIDA,E,ROJAS MAGALLANES,LAS ANTENAS,AV. VICU¥A MACKENNA,O-P,AV. VICU¥A MACKENNA,ROJAS MAGALLANES,(M) ROJAS MAGALLANES,3,PARADA 3 / (M) ROJAS MAGALLANES,352056.66,6288161.32,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,2662,
6817,7189,L-33-52-10-OP,PE562,ET,ACTIVO,LA FLORIDA,E,ROJAS MAGALLANES,ARGENTINA,AV. VICU¥A MACKENNA,O-P,AV. VICU¥A MACKENNA,ROJAS MAGALLANES,(M) ROJAS MAGALLANES,6,PARADA 6 / (M) ROJAS MAGALLANES,352125.06,6288197.95,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6818,7190,L-33-52-15-PO,PE529,PS,ACTIVO,LA FLORIDA,E,ROJAS MAGALLANES,ARGENTINA,ESTADOS UNIDOS,P-O,ESTADOS UNIDOS,ROJAS MAGALLANES,-,-,ESTADOS UNIDOS / ROJAS MAGALLANES,352358.79,6288174.57,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,2665,
6819,7191,L-33-52-20-OP,PE561,PS,ACTIVO,LA FLORIDA,E,ROJAS MAGALLANES,PARAGUAY,ESTADOS UNIDOS,O-P,ESTADOS UNIDOS,ROJAS MAGALLANES,-,-,ESTADOS UNIDOS / ROJAS MAGALLANES,352370.99,6288201.35,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6820,7192,L-33-52-25-PO,PE530,PS,ACTIVO,LA FLORIDA,E,ROJAS MAGALLANES,PARAGUAY,PERé,P-O,PERé,ROJAS MAGALLANES,-,-,PERé / ROJAS MAGALLANES,352589.59,6288171.28,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,2664,
6821,7193,L-33-52-30-OP,PE560,PS,ACTIVO,LA FLORIDA,E,ROJAS MAGALLANES,BRASIL,PERé,O-P,PERé,ROJAS MAGALLANES,-,-,PERé / ROJAS MAGALLANES,352621.99,6288192.59,0,,,,,,1,BUENO,CON REFUGIO,SERVIU-Dic/2010,,,,
6822,7194,L-33-52-40-PO,PE531,PS,ACTIVO,LA FLORIDA,E,ROJAS MAGALLANES,BRASIL,COLOMBIA,P-O,COLOMBIA,ROJAS MAGALLANES,-,-,COLOMBIA / ROJAS MAGALLANES,352823.46,6288167.95,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,5392,
6823,7195,L-33-52-45-OP,PE559,PS,ACTIVO,LA FLORIDA,E,ROJAS MAGALLANES,URUGUAY,COLOMBIA,O-P,COLOMBIA,ROJAS MAGALLANES,-,-,COLOMBIA / ROJAS MAGALLANES,352876.43,6288176.04,0,,,,,,1,BUENO,CON REFUGIO,SERVIU-Dic/2010,,,,
6824,7196,L-33-52-50-PO,PE532,PS,ACTIVO,LA FLORIDA,E,ROJAS MAGALLANES,URUGUAY,ECUADOR,P-O,ECUADOR,ROJAS MAGALLANES,-,-,ECUADOR / ROJAS MAGALLANES,353045.96,6288152.75,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Ene/2012-Reposici¢n,,,7824,
6825,7197,L-33-52-55-OP,PE558,PS,ACTIVO,LA FLORIDA,E,ROJAS MAGALLANES,VENEZUELA,ECUADOR,O-P,ECUADOR,ROJAS MAGALLANES,-,-,ECUADOR / ROJAS MAGALLANES,353104.28,6288178.15,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,2663,
6826,7198,L-33-52-60-PO,PE533,PS,ACTIVO,LA FLORIDA,E,ROJAS MAGALLANES,VENEZUELA,PANAMA,P-O,PANAMµ,ROJAS MAGALLANES,-,-,PANAMµ / ROJAS MAGALLANES,353324.12,6288154.37,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,2661,
6827,7199,L-33-52-65-OP,PE557,PS,ACTIVO,LA FLORIDA,E,ROJAS MAGALLANES,COSTA RICA,PANAMA,O-P,PANAMµ,ROJAS MAGALLANES,-,-,PANAMµ / ROJAS MAGALLANES,353350.72,6288171.27,0,,,,,,1,BUENO,CON REFUGIO,SERVIU-Dic/2010,,,,
6828,7200,L-33-52-70-PO,PE534,PS,ACTIVO,LA FLORIDA,E,ROJAS MAGALLANES,COSTA RICA,AV. MXICO,P-O,AV. MXICO,ROJAS MAGALLANES,-,-,AV. MXICO / ROJAS MAGALLANES,353564.48,6288152.89,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6829,7611,L-34-26-7-OP,PF834,PS,ACTIVO,PUENTE ALTO,F,CURACO DE VLEZ,PEDRO LIRA RENCORET,ANCUD,O-P,ANCUD,CURACO DE VLEZ,-,-,ANCUD / CURACO DE VLEZ,349170.15,6278195.41,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mar/2011,,oct-10,,
6830,6413,L-31-12-30-SN,PD688,PS,INACTIVO,MACUL,D,SAN VICENTE DE PAUL,DR AMADOR NEGHME RODRIGUEZ,PSJE 8,S-N,PASAJE 8,SAN VICENTE DE PAUL,-,-,PASAJE 8 / SAN VICENTE DE PAUL,352250.01,6292239.58,0,,,,,,0,,SàLO SE¥AL,,,,,
6831,6414,L-31-13-5-OP,PD898,PS,ACTIVO,MACUL,D,LAS GOLONDRINAS,FABRICIANO GONZALEZ URZUA,R. TORO IBµ¥EZ,O-P,R. TORO IBµ¥EZ,LAS GOLONDRINAS,-,-,R. TORO IBµ¥EZ / LAS GOLONDRINAS,351646.63,6291943.64,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6832,6007,L-30-21-18-NS,PG1566,PS,ACTIVO,SAN BERNARDO,G,EL BARRANCON,SANTA TERESA,SANTA INS,N-S,SANTA INS,CAMINO EL BARRANCàN,-,-,SANTA INS / CAMINO EL BARRANCàN,339012.14,6275439.58,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6833,7612,L-34-26-7-PO,PF831,PS,ACTIVO,PUENTE ALTO,F,CURACO DE VLEZ,ANCUD,PEDRO LIRA RENCORET,P-O,ANCUD,CURACO DE VLEZ,-,-,ANCUD / CURACO DE VLEZ,349162.22,6278178.56,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mar/2011,,oct-10,,
6834,6415,L-31-13-10-PO,PD910,PS,ACTIVO,MACUL,D,LAS GOLONDRINAS,FABRICIANO GONZALEZ URZUA,AV. MACUL,P-O,AV. MACUL,LAS GOLONDRINAS,-,-,AV. MACUL / LAS GOLONDRINAS,351914.42,6291895.83,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6835,6008,L-30-21-20-SN,PG1646,PS,ACTIVO,SAN BERNARDO,G,CAMINO EL BARRANCàN,LO INFANTE,STA INES,S-N,SANTA INS,CAMINO EL BARRANCàN,-,-,SANTA INS / CAMINO EL BARRANCàN,339042.42,6275388.04,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6836,7613,L-34-26-10-OP,PF833,PS,ACTIVO,PUENTE ALTO,F,CURACO DE VLEZ,CHEPU,QUITALMAHUE,O-P,QUITALMAHUE,CURACO DE VLEZ,-,-,QUITALMAHUE / CURACO DE VLEZ,349342.16,6278101.12,0,,,,,,0,,SàLO SE¥AL,UC-Mar/2011,,oct-10,,
6837,6416,L-31-14-5-NS,PD597,PS,ACTIVO,MACUL,D,LO PLAZA,RAFAEL MALUENDA,MAX JARA,N-S,MAX JARA,LO PLAZA,-,-,MAX JARA / LO PLAZA,352439.66,6294694.73,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6838,6009,L-30-21-23-NS,PG1596,PS,ACTIVO,SAN BERNARDO,G,EL BARRANCON,SANTA INS,LO INFANTE,N-S,LO INFANTE,CAMINO EL BARRANCàN,-,-,LO INFANTE / CAMINO EL BARRANCàN,338942.22,6275117.72,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6839,7614,L-34-26-10-PO,PF588,PS,ACTIVO,PUENTE ALTO,F,CURACO DE VLEZ,ANCUD,QUITALMAHUE,P-O,QUITALMAHUE,CURACO DE VLEZ,-,-,QUITALMAHUE / CURACO DE VLEZ,349314.6,6278075.76,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,2633,
6840,6417,L-31-14-10-SN,PD638,PS,ACTIVO,MACUL,D,LO PLAZA,RAMON CORTEZ,MAX JARA,S-N,MAX JARA,LO PLAZA,-,-,MAX JARA / LO PLAZA,352454.57,6294652.78,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6841,6010,L-30-21-25-SN,PG1645,PS,ACTIVO,SAN BERNARDO,G,CAMINO EL BARRANCàN,LO INFANTE,LO INFANTE,S-N,LO INFANTE,CAMINO EL BARRANCàN,-,-,LO INFANTE / CAMINO EL BARRANCàN,338984.04,6275039.5,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6842,7615,L-34-26-15-OP,PF598,PS,ACTIVO,PUENTE ALTO,F,CURACO DE VLEZ,LINAO,CASTRO,O-P,CASTRO,CURACO DE VLEZ,-,-,CASTRO / CURACO DE VLEZ,349477.13,6278089.43,0,,,,,,0,,SIN REFUGIO,SERVIU-Dic/2010,,,,
6843,6418,L-31-14-15-NS,PD598,PS,ACTIVO,MACUL,D,LO PLAZA,SANTIAGO DEL CAMPO,LOS OLMOS,N-S,LOS OLMOS,LO PLAZA,-,-,LOS OLMOS / LO PLAZA,352393.95,6294402.71,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6844,6011,L-30-21-30-SN,PG1643,PS,ACTIVO,SAN BERNARDO,G,CAMINO EL BARRANCàN,CERRO IRPA,VOLCµN TACORA,S-N,VOLCµN TACORA,CAMINO EL BARRANCàN,PUEBLO LO HERRERA,-,PUEBLO LO HERRERA,338426.04,6273463.36,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6845,6419,L-31-15-5-OP,PD944,PS,ACTIVO,MACUL,D,LOS ESPINOS,1 ORIENTE,CASTILLO URIZAR,O-P,URIZAR,LOS ESPINOS,-,-,URIZAR / LOS ESPINOS,350455.03,6294665.11,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6846,7616,L-34-26-20-PO,PF589,PS,ACTIVO,PUENTE ALTO,F,CURACO DE VLEZ,ICUVAL,QUEILN,P-O,QUEILN,CURACO DE VLEZ,-,-,QUEILN / CURACO DE VLEZ,349727.01,6278092.38,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6847,6012,L-30-21-33-NS,PG1597,PS,ACTIVO,SAN BERNARDO,G,EL BARRANCON,VOLCµN TACORA,LO HERRERA,N-S,VOLCµN TACORA,CAMINO EL BARRANCàN,PUEBLO LO HERRERA,-,PUEBLO LO HERRERA,338388,6273442.55,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6848,6013,L-30-21-35-SN,PG1644,PS,ACTIVO,SAN BERNARDO,G,CAMINO EL BARRANCàN,ELIODORO YA¥EZ,CERRO IRPA,S-N,CERRO IRPA,CAMINO EL BARRANCàN,-,-,CERRO IRPA / CAMINO EL BARRANCàN,338476.88,6273650.91,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6849,6014,L-30-22-5-SN,PG915,PS,ACTIVO,SAN BERNARDO,G,EL TOPACIO,EL DIAMANTE,MATEO DE TORO Y ZAMBRANO,S-N,TORO Y ZAMBRANO,EL TOPACIO,-,-,TORO Y ZAMBRANO / EL TOPACIO,342116.23,6279290.78,0,,,,,,0,,SàLO SE¥AL,SERVIU-Dic/2010,,,,
6850,6015,L-30-22-10-NS,PG906,PS,ACTIVO,SAN BERNARDO,G,EL TOPACIO,JASPE,GRAL URRUTIA,N-S,GRAL. URRUTIA,EL TOPACIO,-,-,GRAL. URRUTIA / EL TOPACIO,342001.11,6279033.17,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6851,6016,L-30-23-3-PO,PG1568,PS,ACTIVO,SAN BERNARDO,G,ELIODORO YANEZ,CAMINO EL BARRANCàN,A. REYES,P-O,A. REYES,ELIODORO Yµ¥EZ,-,-,A. REYES / ELIODORO Yµ¥EZ,338444.25,6273158.98,0,,,,,,0,,SIN ANDN,SERVIU-Dic/2010,,,,
6852,6017,L-30-23-5-OP,PG1650,PS,ACTIVO,SAN BERNARDO,G,ELIODORO Yµ¥EZ,ABEL REYES,EL BARRANCàN,O-P,EL BARRANCàN,ELIODORO Yµ¥EZ,-,-,EL BARRANCàN / ELIODORO Yµ¥EZ,338451.76,6273198.87,0,,,,,,1,REGULAR,CON REFUGIO,SERVIU-Dic/2010,,,,
6853,6018,L-30-23-10-OP,PG1651,PS,ACTIVO,SAN BERNARDO,G,ELIODORO Yµ¥EZ,VECINAL,ABEL REYES,O-P,ABEL REYES,ELIODORO Yµ¥EZ,-,-,ABEL REYES / ELIODORO Yµ¥EZ,338719.64,6273254.68,0,,,,,,0,,SIN REFUGIO,SERVIU-Dic/2010,,,,
6854,6019,L-30-23-12-PO,PG1570,PS,ACTIVO,SAN BERNARDO,G,ELIODORO YANEZ,ACCESO CONDOMINIO,CALLE VECINAL,P-O,CALLE VECINAL,ELIODORO Yµ¥EZ,-,-,CALLE VECINAL / ELIODORO Yµ¥EZ,339172.67,6273287.04,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6855,6020,L-30-23-15-OP,PG1652,PS,ACTIVO,SAN BERNARDO,G,ELIODORO Yµ¥EZ,VECINAL,ABEL REYES,O-P,VECINAL,ELIODORO Yµ¥EZ,-,-,VECINAL / ELIODORO Yµ¥EZ,339007.51,6273285.78,0,,,,,,0,,SIN ANDN,SERVIU-Dic/2010,,,,
6856,6021,L-30-23-18-PO,PG1571,PS,INACTIVO,SAN BERNARDO,G,ELIODORO YANEZ,ACCESO CONDOMINIO,CALLE VECINAL,P-O,CALLE VECINAL,ELIODORO Yµ¥EZ,-,-,CALLE VECINAL / ELIODORO Yµ¥EZ,339453.97,6273337.01,0,,,,1,Refugio 4(m),0,,CON REFUGIO,,,,,
6857,6022,L-30-23-20-OP,,PS,INACTIVO,SAN BERNARDO,G,ELIODORO Yµ¥EZ,PDTE JORGE ALESSANDRI RODRIGUEZ,SAN JOSE,O-P,SAN JOS,ELIODORO Yµ¥EZ,-,-,SAN JOS / ELIODORO Yµ¥EZ,339567.92,6273410.94,0,,,,,,0,,S/I,,,,,
6858,6023,L-30-23-23-PO,PG1569,PS,INACTIVO,SAN BERNARDO,G,ELIODORO YANEZ,CAMINO VECINAL,ACCESO P. 13,P-O,PARCELA 15,ELIODORO Yµ¥EZ,-,-,PARCELA 15  / ELIODORO Yµ¥EZ,339769.36,6273395.65,0,,,,1,Refugio 4(m),0,,CON REFUGIO,,,,,
6859,6024,L-30-23-25-OP,,PS,INACTIVO,SAN BERNARDO,G,ELIODORO Yµ¥EZ,PDTE JORGE ALESSANDRI RODRIGUEZ,STA EUGENIA,O-P,SANTA EUGENIA,ELIODORO Yµ¥EZ,-,-,SANTA EUGENIA / ELIODORO Yµ¥EZ,340017.17,6273489.07,0,,,,,,0,,S/I,,,,,
6860,6025,L-30-23-28-PO,PG1572,PS,INACTIVO,SAN BERNARDO,G,ELIODORO YANEZ,CALLE VECINAL,NORTE - SUR,P-O,NORTE - SUR,ELIODORO Yµ¥EZ,-,-,NORTE - SUR / ELIODORO Yµ¥EZ,340475.77,6273532.56,0,,,,1,Refugio 4(m),0,,CON REFUGIO,,,,,
6861,6026,L-30-24-5-OP,PG1022,PS,ACTIVO,SAN BERNARDO,G,ERNESTO RIQUELME,LOS VENTISQUEROS,AV. PADRE HURTADO,O-P,AV. PADRE HURTADO,ERNESTO RIQUELME,-,-,AV. PADRE HURTADO / ERNESTO RIQUELME,344079.29,6281191.71,0,,,,,,0,,SàLO SE¥AL,SERVIU-Dic/2010,,,3887,
6862,6027,L-30-24-10-OP,PG1021,PS,ACTIVO,SAN BERNARDO,G,ERNESTO RIQUELME,JUAN JOSE LATORRE,LUIS URIBE,O-P,LUIS URIBE,ERNESTO RIQUELME,-,-,LUIS URIBE / ERNESTO RIQUELME,344254.37,6281139.29,0,,,,,,0,,SIN ANDN,SERVIU-Dic/2010,,,,
6863,6028,L-30-24-15-OP,PG1020,PS,ACTIVO,SAN BERNARDO,G,ERNESTO RIQUELME,STA MERCEDES,VOLCAN MAIPO,O-P,VOLCµN MAIPO,ERNESTO RIQUELME,-,-,VOLCµN MAIPO / ERNESTO RIQUELME,344439.94,6281082.68,0,,,,,,0,,SàLO SE¥AL,SERVIU-Dic/2010,,,,
6864,6029,L-30-25-2-PO,PG1753,PS,ACTIVO,SAN BERNARDO,G,EUCALIPTUS,GERARDO BESOAIN,FREIRE,P-O,FREIRE,EUCALIPTUS,-,-,FREIRE / EUCALIPTUS,341472.01,6280145.45,0,,,,,,0,,SIN ANDN,UC-Jun/2012-Instalaci¢n,,mar-12,,
6865,6030,L-30-25-5-PO,PG978,PS,ACTIVO,SAN BERNARDO,G,EUCALIPTUS,RAUL BRANEZ,BULNES,P-O,BULNES,EUCALIPTUS,-,-,BULNES / EUCALIPTUS,341710.03,6280040.96,0,,,,,,0,,SIN ANDN,SERVIU-Dic/2010,,,11073,
6866,6031,L-30-25-10-OP,,PS,ELIMINADO,SAN BERNARDO,G,EUCALIPTUS,,BULNES,O-P,BULNES,EUCALIPTUS,-,-,BULNES / EUCALIPTUS,341823.91,6280031.3,0,,,,,,0,,S/I,,,,,ELIMINADO POR CERCANIA A OTRO PARADERO
6867,6032,L-30-25-15-PO,PG979,PS,ACTIVO,SAN BERNARDO,G,EUCALIPTUS,JOSE JOAQUIN PEREZ,BARROS ARANA,P-O,BARROS ARANA,EUCALIPTUS,-,-,BARROS ARANA / EUCALIPTUS,341907.12,6279956.06,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6868,6033,L-30-25-20-OP,PG935,PS,ACTIVO,SAN BERNARDO,G,EUCALIPTUS,LIBERTAD,BARROS ARANA,O-P,BARROS ARANA,EUCALIPTUS,-,-,BARROS ARANA / EUCALIPTUS,341960.26,6279962.91,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6869,6034,L-30-25-25-PO,PG980,PS,ACTIVO,SAN BERNARDO,G,EUCALIPTUS,LIBERTAD,INDUSTRIA,P-O,INDUSTRIA,EUCALIPTUS,-,-,INDUSTRIA / EUCALIPTUS,342130.11,6279856.44,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
6870,6035,L-30-25-30-OP,PG934,PS,ACTIVO,SAN BERNARDO,G,EUCALIPTUS,PROGRESO,INDUSTRIA,O-P,INDUSTRIA,EUCALIPTUS,-,-,INDUSTRIA / EUCALIPTUS,342171.18,6279869.69,0,,,,,,0,,SIN ANDN,SERVIU-Dic/2010,,,1503,
